Aantal,Aantal per 100000 inwoners,BevAant,Count,Datum,Gemeente
1.0,1.0,75425.0,06,03-09-2020,Leidschendam-Voorburg
1.0,1.0,75425.0,05,03-08-2020,Leidschendam-Voorburg
1.0,1.0,75425.0,04,03-07-2020,Leidschendam-Voorburg
31.0,39.0,78619.0,25,03-28-2020,Lelystad
29.0,37.0,78619.0,24,03-27-2020,Lelystad
27.0,35.0,77893.0,23,03-26-2020,Lelystad
26.0,33.0,77893.0,22,03-25-2020,Lelystad
24.0,31.0,77893.0,21,03-24-2020,Lelystad
21.0,27.0,77893.0,20,03-23-2020,Lelystad
19.0,24.0,77893.0,19,03-22-2020,Lelystad
15.0,19.0,77893.0,18,03-21-2020,Lelystad
15.0,19.0,77893.0,17,03-20-2020,Lelystad
13.0,17.0,77893.0,16,03-19-2020,Lelystad
12.0,15.0,77893.0,15,03-18-2020,Lelystad
10.0,13.0,77893.0,14,03-17-2020,Lelystad
7.0,9.0,77893.0,12,03-16-2020,Lelystad
8.0,10.0,77893.0,13,03-16-2020,Lelystad
5.0,6.0,77893.0,11,03-14-2020,Lelystad
3.0,4.0,77893.0,10,03-13-2020,Lelystad
1.0,1.0,77893.0,09,03-12-2020,Lelystad
1.0,1.0,77893.0,08,03-11-2020,Lelystad
41.0,114.0,35896.0,25,03-28-2020,Leudal
37.0,103.0,35896.0,24,03-27-2020,Leudal
32.0,90.0,35681.0,23,03-26-2020,Leudal
29.0,81.0,35681.0,22,03-25-2020,Leudal
26.0,73.0,35681.0,21,03-24-2020,Leudal
23.0,64.0,35681.0,20,03-23-2020,Leudal
22.0,62.0,35681.0,19,03-22-2020,Leudal
20.0,56.0,35681.0,18,03-21-2020,Leudal
16.0,45.0,35681.0,17,03-20-2020,Leudal
13.0,36.0,35681.0,16,03-19-2020,Leudal
11.0,31.0,35681.0,15,03-18-2020,Leudal
8.0,22.0,35681.0,14,03-17-2020,Leudal
6.0,17.0,35681.0,12,03-16-2020,Leudal
7.0,20.0,35681.0,13,03-16-2020,Leudal
6.0,17.0,35681.0,11,03-14-2020,Leudal
4.0,11.0,35681.0,10,03-13-2020,Leudal
4.0,11.0,35681.0,09,03-12-2020,Leudal
3.0,8.0,35681.0,08,03-11-2020,Leudal
2.0,6.0,35681.0,07,03-10-2020,Leudal
1.0,3.0,35681.0,06,03-09-2020,Leudal
17.0,56.0,30399.0,25,03-28-2020,Leusden
16.0,53.0,30399.0,24,03-27-2020,Leusden
13.0,43.0,30030.0,23,03-26-2020,Leusden
13.0,43.0,30030.0,22,03-25-2020,Leusden
9.0,30.0,30030.0,21,03-24-2020,Leusden
7.0,23.0,30030.0,20,03-23-2020,Leusden
6.0,20.0,30030.0,19,03-22-2020,Leusden
6.0,20.0,30030.0,18,03-21-2020,Leusden
4.0,13.0,30030.0,17,03-20-2020,Leusden
4.0,13.0,30030.0,16,03-19-2020,Leusden
3.0,10.0,30030.0,15,03-18-2020,Leusden
1.0,3.0,30030.0,14,03-17-2020,Leusden
1.0,3.0,30030.0,13,03-16-2020,Leusden
25.0,54.0,46606.0,25,03-28-2020,Lingewaard
22.0,47.0,46606.0,24,03-27-2020,Lingewaard
14.0,30.0,46475.0,23,03-26-2020,Lingewaard
14.0,30.0,46475.0,22,03-25-2020,Lingewaard
11.0,24.0,46475.0,21,03-24-2020,Lingewaard
10.0,22.0,46475.0,20,03-23-2020,Lingewaard
9.0,19.0,46475.0,19,03-22-2020,Lingewaard
6.0,13.0,46475.0,18,03-21-2020,Lingewaard
6.0,13.0,46475.0,17,03-20-2020,Lingewaard
5.0,11.0,46475.0,16,03-19-2020,Lingewaard
4.0,9.0,46475.0,15,03-18-2020,Lingewaard
3.0,6.0,46475.0,14,03-17-2020,Lingewaard
3.0,6.0,46475.0,12,03-16-2020,Lingewaard
3.0,6.0,46475.0,13,03-16-2020,Lingewaard
3.0,6.0,46475.0,11,03-14-2020,Lingewaard
2.0,4.0,46475.0,10,03-13-2020,Lingewaard
2.0,4.0,46475.0,09,03-12-2020,Lingewaard
2.0,4.0,46475.0,08,03-11-2020,Lingewaard
2.0,4.0,46475.0,07,03-10-2020,Lingewaard
2.0,4.0,46475.0,06,03-09-2020,Lingewaard
2.0,4.0,46475.0,05,03-08-2020,Lingewaard
2.0,4.0,46475.0,04,03-07-2020,Lingewaard
1.0,2.0,46475.0,03,03-06-2020,Lingewaard
3.0,13.0,22957.0,25,03-28-2020,Lisse
3.0,13.0,22957.0,24,03-27-2020,Lisse
2.0,9.0,22800.0,23,03-26-2020,Lisse
2.0,9.0,22800.0,22,03-25-2020,Lisse
1.0,4.0,22800.0,21,03-24-2020,Lisse
1.0,4.0,22800.0,20,03-23-2020,Lisse
1.0,4.0,22800.0,19,03-22-2020,Lisse
0.0,0.0,22800.0,18,03-21-2020,Lisse
0.0,0.0,22800.0,17,03-20-2020,Lisse
0.0,0.0,22800.0,16,03-19-2020,Lisse
0.0,0.0,22800.0,15,03-18-2020,Lisse
0.0,0.0,22800.0,14,03-17-2020,Lisse
14.0,42.0,33730.0,25,03-28-2020,Lochem
11.0,33.0,33730.0,24,03-27-2020,Lochem
8.0,24.0,33590.0,23,03-26-2020,Lochem
6.0,18.0,33590.0,22,03-25-2020,Lochem
2.0,6.0,33590.0,21,03-24-2020,Lochem
2.0,6.0,33590.0,20,03-23-2020,Lochem
2.0,6.0,33590.0,19,03-22-2020,Lochem
2.0,6.0,33590.0,18,03-21-2020,Lochem
2.0,6.0,33590.0,17,03-20-2020,Lochem
1.0,3.0,33590.0,16,03-19-2020,Lochem
1.0,3.0,33590.0,15,03-18-2020,Lochem
0.0,0.0,33590.0,14,03-17-2020,Lochem
29.0,124.0,23407.0,25,03-28-2020,Loon op Zand
25.0,107.0,23407.0,24,03-27-2020,Loon op Zand
21.0,90.0,23327.0,23,03-26-2020,Loon op Zand
20.0,86.0,23327.0,22,03-25-2020,Loon op Zand
20.0,86.0,23327.0,21,03-24-2020,Loon op Zand
17.0,73.0,23327.0,20,03-23-2020,Loon op Zand
16.0,69.0,23327.0,19,03-22-2020,Loon op Zand
14.0,60.0,23327.0,18,03-21-2020,Loon op Zand
13.0,56.0,23327.0,17,03-20-2020,Loon op Zand
11.0,47.0,23327.0,16,03-19-2020,Loon op Zand
9.0,39.0,23327.0,15,03-18-2020,Loon op Zand
8.0,34.0,23327.0,14,03-17-2020,Loon op Zand
7.0,30.0,23327.0,12,03-16-2020,Loon op Zand
7.0,30.0,23327.0,13,03-16-2020,Loon op Zand
7.0,30.0,23327.0,11,03-14-2020,Loon op Zand
7.0,30.0,23327.0,10,03-13-2020,Loon op Zand
6.0,26.0,23327.0,09,03-12-2020,Loon op Zand
7.0,30.0,23327.0,08,03-11-2020,Loon op Zand
7.0,30.0,23327.0,07,03-10-2020,Loon op Zand
7.0,30.0,23327.0,06,03-09-2020,Loon op Zand
7.0,30.0,23327.0,05,03-08-2020,Loon op Zand
7.0,30.0,23327.0,04,03-07-2020,Loon op Zand
5.0,21.0,23327.0,03,03-06-2020,Loon op Zand
5.0,21.0,23327.0,02,03-05-2020,Loon op Zand
5.0,21.0,23327.0,01,03-04-2020,Loon op Zand
4.0,17.0,23327.0,00,03-03-2020,Loon op Zand
13.0,90.0,14471.0,25,03-28-2020,Lopik
13.0,90.0,14471.0,24,03-27-2020,Lopik
12.0,83.0,14473.0,23,03-26-2020,Lopik
11.0,76.0,14473.0,22,03-25-2020,Lopik
10.0,69.0,14473.0,21,03-24-2020,Lopik
9.0,62.0,14473.0,20,03-23-2020,Lopik
6.0,41.0,14473.0,19,03-22-2020,Lopik
4.0,28.0,14473.0,18,03-21-2020,Lopik
3.0,21.0,14473.0,17,03-20-2020,Lopik
3.0,21.0,14473.0,16,03-19-2020,Lopik
3.0,21.0,14473.0,15,03-18-2020,Lopik
2.0,14.0,14473.0,14,03-17-2020,Lopik
1.0,7.0,14473.0,13,03-16-2020,Lopik
1.0,10.0,9533.0,25,03-28-2020,Loppersum
1.0,10.0,9533.0,24,03-27-2020,Loppersum
1.0,10.0,9614.0,23,03-26-2020,Loppersum
0.0,0.0,9614.0,22,03-25-2020,Loppersum
0.0,0.0,9614.0,21,03-24-2020,Loppersum
0.0,0.0,9614.0,20,03-23-2020,Loppersum
0.0,0.0,9614.0,19,03-22-2020,Loppersum
0.0,0.0,9614.0,18,03-21-2020,Loppersum
0.0,0.0,9614.0,17,03-20-2020,Loppersum
0.0,0.0,9614.0,16,03-19-2020,Loppersum
0.0,0.0,9614.0,15,03-18-2020,Loppersum
0.0,0.0,9614.0,14,03-17-2020,Loppersum
1.0,4.0,22685.0,25,03-28-2020,Losser
1.0,4.0,22685.0,24,03-27-2020,Losser
1.0,4.0,22622.0,23,03-26-2020,Losser
1.0,4.0,22622.0,22,03-25-2020,Losser
1.0,4.0,22622.0,21,03-24-2020,Losser
1.0,4.0,22622.0,20,03-23-2020,Losser
1.0,4.0,22622.0,19,03-22-2020,Losser
1.0,4.0,22622.0,18,03-21-2020,Losser
0.0,0.0,22622.0,17,03-20-2020,Losser
0.0,0.0,22622.0,16,03-19-2020,Losser
0.0,0.0,22622.0,15,03-18-2020,Losser
0.0,0.0,22622.0,14,03-17-2020,Losser
8.0,32.0,25034.0,25,03-28-2020,Maasdriel
6.0,24.0,25034.0,24,03-27-2020,Maasdriel
5.0,20.0,24693.0,23,03-26-2020,Maasdriel
3.0,12.0,24693.0,22,03-25-2020,Maasdriel
3.0,12.0,24693.0,21,03-24-2020,Maasdriel
2.0,8.0,24693.0,20,03-23-2020,Maasdriel
2.0,8.0,24693.0,19,03-22-2020,Maasdriel
2.0,8.0,24693.0,18,03-21-2020,Maasdriel
2.0,8.0,24693.0,17,03-20-2020,Maasdriel
1.0,4.0,24693.0,16,03-19-2020,Maasdriel
1.0,4.0,24693.0,15,03-18-2020,Maasdriel
1.0,4.0,24693.0,14,03-17-2020,Maasdriel
1.0,4.0,24693.0,07,03-10-2020,Maasdriel
1.0,4.0,24693.0,06,03-09-2020,Maasdriel
1.0,4.0,24693.0,05,03-08-2020,Maasdriel
13.0,54.0,23960.0,25,03-28-2020,Maasgouw
13.0,54.0,23960.0,24,03-27-2020,Maasgouw
12.0,51.0,23716.0,23,03-26-2020,Maasgouw
10.0,42.0,23716.0,22,03-25-2020,Maasgouw
9.0,38.0,23716.0,21,03-24-2020,Maasgouw
9.0,38.0,23716.0,20,03-23-2020,Maasgouw
8.0,34.0,23716.0,19,03-22-2020,Maasgouw
7.0,30.0,23716.0,18,03-21-2020,Maasgouw
5.0,21.0,23716.0,17,03-20-2020,Maasgouw
5.0,21.0,23716.0,16,03-19-2020,Maasgouw
4.0,17.0,23716.0,15,03-18-2020,Maasgouw
3.0,13.0,23716.0,14,03-17-2020,Maasgouw
2.0,8.0,23716.0,12,03-16-2020,Maasgouw
2.0,8.0,23716.0,13,03-16-2020,Maasgouw
1.0,4.0,23716.0,11,03-14-2020,Maasgouw
14.0,42.0,33216.0,25,03-28-2020,Maassluis
11.0,33.0,33216.0,24,03-27-2020,Maassluis
8.0,24.0,32768.0,23,03-26-2020,Maassluis
7.0,21.0,32768.0,22,03-25-2020,Maassluis
7.0,21.0,32768.0,21,03-24-2020,Maassluis
6.0,18.0,32768.0,20,03-23-2020,Maassluis
5.0,15.0,32768.0,19,03-22-2020,Maassluis
3.0,9.0,32768.0,18,03-21-2020,Maassluis
2.0,6.0,32768.0,17,03-20-2020,Maassluis
2.0,6.0,32768.0,16,03-19-2020,Maassluis
2.0,6.0,32768.0,15,03-18-2020,Maassluis
1.0,3.0,32768.0,14,03-17-2020,Maassluis
1.0,3.0,32768.0,12,03-16-2020,Maassluis
1.0,3.0,32768.0,13,03-16-2020,Maassluis
1.0,3.0,32768.0,11,03-14-2020,Maassluis
162.0,133.0,121558.0,25,03-28-2020,Maastricht
126.0,104.0,121558.0,24,03-27-2020,Maastricht
118.0,97.0,121565.0,23,03-26-2020,Maastricht
112.0,92.0,121565.0,22,03-25-2020,Maastricht
94.0,77.0,121565.0,21,03-24-2020,Maastricht
60.0,49.0,121565.0,20,03-23-2020,Maastricht
59.0,49.0,121565.0,19,03-22-2020,Maastricht
57.0,47.0,121565.0,18,03-21-2020,Maastricht
56.0,46.0,121565.0,17,03-20-2020,Maastricht
42.0,35.0,121565.0,16,03-19-2020,Maastricht
41.0,34.0,121565.0,15,03-18-2020,Maastricht
33.0,27.0,121565.0,14,03-17-2020,Maastricht
21.0,17.0,121565.0,12,03-16-2020,Maastricht
24.0,20.0,121565.0,13,03-16-2020,Maastricht
16.0,13.0,121565.0,11,03-14-2020,Maastricht
10.0,8.0,121565.0,10,03-13-2020,Maastricht
8.0,7.0,121565.0,09,03-12-2020,Maastricht
8.0,7.0,121565.0,08,03-11-2020,Maastricht
7.0,6.0,121565.0,07,03-10-2020,Maastricht
6.0,5.0,121565.0,06,03-09-2020,Maastricht
4.0,3.0,121565.0,05,03-08-2020,Maastricht
3.0,2.0,121565.0,04,03-07-2020,Maastricht
2.0,2.0,121565.0,03,03-06-2020,Maastricht
14.0,31.0,45104.0,25,03-28-2020,Medemblik
8.0,18.0,45104.0,24,03-27-2020,Medemblik
6.0,13.0,44809.0,23,03-26-2020,Medemblik
4.0,9.0,44809.0,22,03-25-2020,Medemblik
4.0,9.0,44809.0,21,03-24-2020,Medemblik
4.0,9.0,44809.0,20,03-23-2020,Medemblik
2.0,4.0,44809.0,19,03-22-2020,Medemblik
1.0,2.0,44809.0,18,03-21-2020,Medemblik
0.0,0.0,44809.0,17,03-20-2020,Medemblik
0.0,0.0,44809.0,16,03-19-2020,Medemblik
0.0,0.0,44809.0,15,03-18-2020,Medemblik
0.0,0.0,44809.0,14,03-17-2020,Medemblik
10.0,53.0,18832.0,25,03-28-2020,Meerssen
8.0,42.0,18832.0,24,03-27-2020,Meerssen
8.0,42.0,18923.0,23,03-26-2020,Meerssen
8.0,42.0,18923.0,22,03-25-2020,Meerssen
8.0,42.0,18923.0,21,03-24-2020,Meerssen
3.0,16.0,18923.0,20,03-23-2020,Meerssen
3.0,16.0,18923.0,19,03-22-2020,Meerssen
2.0,11.0,18923.0,18,03-21-2020,Meerssen
2.0,11.0,18923.0,17,03-20-2020,Meerssen
2.0,11.0,18923.0,16,03-19-2020,Meerssen
2.0,11.0,18923.0,15,03-18-2020,Meerssen
1.0,5.0,18923.0,14,03-17-2020,Meerssen
1.0,5.0,18923.0,13,03-16-2020,Meerssen
207.0,255.0,81197.0,25,03-28-2020,Meierijstad
195.0,240.0,81197.0,24,03-27-2020,Meierijstad
168.0,208.0,80815.0,23,03-26-2020,Meierijstad
149.0,184.0,80815.0,22,03-25-2020,Meierijstad
139.0,172.0,80815.0,21,03-24-2020,Meierijstad
127.0,157.0,80815.0,20,03-23-2020,Meierijstad
119.0,147.0,80815.0,19,03-22-2020,Meierijstad
95.0,118.0,80815.0,18,03-21-2020,Meierijstad
81.0,100.0,80815.0,17,03-20-2020,Meierijstad
72.0,89.0,80815.0,16,03-19-2020,Meierijstad
60.0,74.0,80815.0,15,03-18-2020,Meierijstad
49.0,61.0,80815.0,14,03-17-2020,Meierijstad
34.0,42.0,80815.0,12,03-16-2020,Meierijstad
42.0,52.0,80815.0,13,03-16-2020,Meierijstad
30.0,37.0,80815.0,11,03-14-2020,Meierijstad
25.0,31.0,80815.0,10,03-13-2020,Meierijstad
18.0,22.0,80815.0,09,03-12-2020,Meierijstad
13.0,16.0,80815.0,08,03-11-2020,Meierijstad
11.0,14.0,80815.0,07,03-10-2020,Meierijstad
10.0,12.0,80815.0,06,03-09-2020,Meierijstad
4.0,5.0,80815.0,05,03-08-2020,Meierijstad
1.0,1.0,80815.0,04,03-07-2020,Meierijstad
6.0,18.0,33902.0,25,03-28-2020,Meppel
4.0,12.0,33902.0,24,03-27-2020,Meppel
3.0,9.0,33564.0,23,03-26-2020,Meppel
3.0,9.0,33564.0,22,03-25-2020,Meppel
3.0,9.0,33564.0,21,03-24-2020,Meppel
3.0,9.0,33564.0,20,03-23-2020,Meppel
1.0,3.0,33564.0,19,03-22-2020,Meppel
1.0,3.0,33564.0,18,03-21-2020,Meppel
1.0,3.0,33564.0,17,03-20-2020,Meppel
0.0,0.0,33564.0,16,03-19-2020,Meppel
0.0,0.0,33564.0,15,03-18-2020,Meppel
0.0,0.0,33564.0,14,03-17-2020,Meppel
10.0,20.0,48810.0,25,03-28-2020,Middelburg
9.0,18.0,48810.0,24,03-27-2020,Middelburg
8.0,16.0,48544.0,23,03-26-2020,Middelburg
7.0,14.0,48544.0,22,03-25-2020,Middelburg
6.0,12.0,48544.0,21,03-24-2020,Middelburg
6.0,12.0,48544.0,20,03-23-2020,Middelburg
5.0,10.0,48544.0,19,03-22-2020,Middelburg
4.0,8.0,48544.0,18,03-21-2020,Middelburg
3.0,6.0,48544.0,17,03-20-2020,Middelburg
3.0,6.0,48544.0,16,03-19-2020,Middelburg
2.0,4.0,48544.0,15,03-18-2020,Middelburg
1.0,2.0,48544.0,14,03-17-2020,Middelburg
1.0,2.0,48544.0,13,03-16-2020,Middelburg
4.0,21.0,19344.0,25,03-28-2020,Midden-Delfland
3.0,16.0,19344.0,24,03-27-2020,Midden-Delfland
2.0,10.0,19391.0,23,03-26-2020,Midden-Delfland
2.0,10.0,19391.0,22,03-25-2020,Midden-Delfland
2.0,10.0,19391.0,21,03-24-2020,Midden-Delfland
2.0,10.0,19391.0,20,03-23-2020,Midden-Delfland
2.0,10.0,19391.0,19,03-22-2020,Midden-Delfland
2.0,10.0,19391.0,18,03-21-2020,Midden-Delfland
2.0,10.0,19391.0,17,03-20-2020,Midden-Delfland
1.0,5.0,19391.0,16,03-19-2020,Midden-Delfland
0.0,0.0,19391.0,15,03-18-2020,Midden-Delfland
0.0,0.0,19391.0,14,03-17-2020,Midden-Delfland
4.0,12.0,33182.0,25,03-28-2020,Midden-Drenthe
2.0,6.0,33182.0,24,03-27-2020,Midden-Drenthe
2.0,6.0,33178.0,23,03-26-2020,Midden-Drenthe
1.0,3.0,33178.0,22,03-25-2020,Midden-Drenthe
1.0,3.0,33178.0,21,03-24-2020,Midden-Drenthe
1.0,3.0,33178.0,20,03-23-2020,Midden-Drenthe
1.0,3.0,33178.0,19,03-22-2020,Midden-Drenthe
1.0,3.0,33178.0,18,03-21-2020,Midden-Drenthe
1.0,3.0,33178.0,17,03-20-2020,Midden-Drenthe
1.0,3.0,33178.0,16,03-19-2020,Midden-Drenthe
0.0,0.0,33178.0,15,03-18-2020,Midden-Drenthe
0.0,0.0,33178.0,14,03-17-2020,Midden-Drenthe
6.0,10.0,60804.0,25,03-28-2020,Midden-Groningen
5.0,8.0,60804.0,24,03-27-2020,Midden-Groningen
5.0,8.0,60899.0,23,03-26-2020,Midden-Groningen
2.0,3.0,60899.0,22,03-25-2020,Midden-Groningen
2.0,3.0,60899.0,21,03-24-2020,Midden-Groningen
2.0,3.0,60899.0,20,03-23-2020,Midden-Groningen
2.0,3.0,60899.0,19,03-22-2020,Midden-Groningen
2.0,3.0,60899.0,18,03-21-2020,Midden-Groningen
2.0,3.0,60899.0,17,03-20-2020,Midden-Groningen
2.0,3.0,60899.0,16,03-19-2020,Midden-Groningen
2.0,3.0,60899.0,15,03-18-2020,Midden-Groningen
1.0,2.0,60899.0,14,03-17-2020,Midden-Groningen
1.0,2.0,60899.0,12,03-16-2020,Midden-Groningen
1.0,2.0,60899.0,13,03-16-2020,Midden-Groningen
9.0,82.0,10941.0,25,03-28-2020,Mill en Sint Hubert
7.0,64.0,10941.0,24,03-27-2020,Mill en Sint Hubert
5.0,46.0,10891.0,23,03-26-2020,Mill en Sint Hubert
5.0,46.0,10891.0,22,03-25-2020,Mill en Sint Hubert
5.0,46.0,10891.0,21,03-24-2020,Mill en Sint Hubert
2.0,18.0,10891.0,20,03-23-2020,Mill en Sint Hubert
2.0,18.0,10891.0,19,03-22-2020,Mill en Sint Hubert
2.0,18.0,10891.0,18,03-21-2020,Mill en Sint Hubert
2.0,18.0,10891.0,17,03-20-2020,Mill en Sint Hubert
2.0,18.0,10891.0,16,03-19-2020,Mill en Sint Hubert
1.0,9.0,10891.0,15,03-18-2020,Mill en Sint Hubert
1.0,9.0,10891.0,14,03-17-2020,Mill en Sint Hubert
1.0,9.0,10891.0,12,03-16-2020,Mill en Sint Hubert
1.0,9.0,10891.0,13,03-16-2020,Mill en Sint Hubert
10.0,27.0,37136.0,25,03-28-2020,Moerdijk
6.0,16.0,37136.0,24,03-27-2020,Moerdijk
5.0,14.0,36961.0,23,03-26-2020,Moerdijk
5.0,14.0,36961.0,22,03-25-2020,Moerdijk
4.0,11.0,36961.0,21,03-24-2020,Moerdijk
3.0,8.0,36961.0,20,03-23-2020,Moerdijk
3.0,8.0,36961.0,19,03-22-2020,Moerdijk
3.0,8.0,36961.0,18,03-21-2020,Moerdijk
3.0,8.0,36961.0,17,03-20-2020,Moerdijk
2.0,5.0,36961.0,16,03-19-2020,Moerdijk
1.0,3.0,36961.0,15,03-18-2020,Moerdijk
1.0,3.0,36961.0,14,03-17-2020,Moerdijk
1.0,3.0,36961.0,12,03-16-2020,Moerdijk
1.0,3.0,36961.0,13,03-16-2020,Moerdijk
1.0,3.0,36961.0,11,03-14-2020,Moerdijk
1.0,3.0,36961.0,10,03-13-2020,Moerdijk
18.0,41.0,43931.0,25,03-28-2020,Molenlanden
17.0,39.0,43931.0,24,03-27-2020,Molenlanden
16.0,36.0,43858.0,23,03-26-2020,Molenlanden
16.0,36.0,43858.0,22,03-25-2020,Molenlanden
13.0,30.0,43858.0,21,03-24-2020,Molenlanden
11.0,25.0,43858.0,20,03-23-2020,Molenlanden
11.0,25.0,43858.0,19,03-22-2020,Molenlanden
11.0,25.0,43858.0,18,03-21-2020,Molenlanden
11.0,25.0,43858.0,17,03-20-2020,Molenlanden
9.0,21.0,43858.0,16,03-19-2020,Molenlanden
7.0,16.0,43858.0,15,03-18-2020,Molenlanden
3.0,7.0,43858.0,14,03-17-2020,Molenlanden
1.0,2.0,43858.0,12,03-16-2020,Molenlanden
2.0,5.0,43858.0,13,03-16-2020,Molenlanden
6.0,17.0,36009.0,25,03-28-2020,Montferland
5.0,14.0,36009.0,24,03-27-2020,Montferland
4.0,11.0,36026.0,23,03-26-2020,Montferland
3.0,8.0,36026.0,22,03-25-2020,Montferland
3.0,8.0,36026.0,21,03-24-2020,Montferland
3.0,8.0,36026.0,20,03-23-2020,Montferland
2.0,6.0,36026.0,19,03-22-2020,Montferland
1.0,3.0,36026.0,18,03-21-2020,Montferland
1.0,3.0,36026.0,17,03-20-2020,Montferland
1.0,3.0,36026.0,16,03-19-2020,Montferland
1.0,3.0,36026.0,15,03-18-2020,Montferland
0.0,0.0,36026.0,14,03-17-2020,Montferland
12.0,86.0,13920.0,25,03-28-2020,Montfoort
11.0,79.0,13920.0,24,03-27-2020,Montfoort
9.0,64.0,13996.0,23,03-26-2020,Montfoort
5.0,36.0,13996.0,22,03-25-2020,Montfoort
3.0,21.0,13996.0,21,03-24-2020,Montfoort
2.0,14.0,13996.0,20,03-23-2020,Montfoort
0.0,0.0,13996.0,19,03-22-2020,Montfoort
0.0,0.0,13996.0,18,03-21-2020,Montfoort
0.0,0.0,13996.0,17,03-20-2020,Montfoort
0.0,0.0,13996.0,16,03-19-2020,Montfoort
0.0,0.0,13996.0,15,03-18-2020,Montfoort
0.0,0.0,13996.0,14,03-17-2020,Montfoort
8.0,102.0,7847.0,25,03-28-2020,Mook en Middelaar
5.0,64.0,7847.0,24,03-27-2020,Mook en Middelaar
5.0,64.0,7806.0,23,03-26-2020,Mook en Middelaar
5.0,64.0,7806.0,22,03-25-2020,Mook en Middelaar
5.0,64.0,7806.0,21,03-24-2020,Mook en Middelaar
3.0,38.0,7806.0,20,03-23-2020,Mook en Middelaar
1.0,13.0,7806.0,19,03-22-2020,Mook en Middelaar
1.0,13.0,7806.0,18,03-21-2020,Mook en Middelaar
1.0,13.0,7806.0,17,03-20-2020,Mook en Middelaar
1.0,13.0,7806.0,16,03-19-2020,Mook en Middelaar
0.0,0.0,7806.0,15,03-18-2020,Mook en Middelaar
0.0,0.0,7806.0,14,03-17-2020,Mook en Middelaar
20.0,82.0,24342.0,25,03-28-2020,Neder-Betuwe
16.0,66.0,24342.0,24,03-27-2020,Neder-Betuwe
13.0,54.0,24034.0,23,03-26-2020,Neder-Betuwe
11.0,46.0,24034.0,22,03-25-2020,Neder-Betuwe
11.0,46.0,24034.0,21,03-24-2020,Neder-Betuwe
9.0,37.0,24034.0,20,03-23-2020,Neder-Betuwe
9.0,37.0,24034.0,19,03-22-2020,Neder-Betuwe
5.0,21.0,24034.0,18,03-21-2020,Neder-Betuwe
5.0,21.0,24034.0,17,03-20-2020,Neder-Betuwe
4.0,17.0,24034.0,16,03-19-2020,Neder-Betuwe
4.0,17.0,24034.0,15,03-18-2020,Neder-Betuwe
4.0,17.0,24034.0,14,03-17-2020,Neder-Betuwe
4.0,17.0,24034.0,12,03-16-2020,Neder-Betuwe
4.0,17.0,24034.0,13,03-16-2020,Neder-Betuwe
3.0,12.0,24034.0,11,03-14-2020,Neder-Betuwe
3.0,12.0,24034.0,10,03-13-2020,Neder-Betuwe
1.0,4.0,24034.0,09,03-12-2020,Neder-Betuwe
1.0,4.0,24034.0,08,03-11-2020,Neder-Betuwe
1.0,4.0,24034.0,07,03-10-2020,Neder-Betuwe
1.0,4.0,24034.0,06,03-09-2020,Neder-Betuwe
24.0,141.0,17022.0,25,03-28-2020,Nederweert
21.0,123.0,17022.0,24,03-27-2020,Nederweert
18.0,106.0,17001.0,23,03-26-2020,Nederweert
14.0,82.0,17001.0,22,03-25-2020,Nederweert
11.0,65.0,17001.0,21,03-24-2020,Nederweert
9.0,53.0,17001.0,20,03-23-2020,Nederweert
8.0,47.0,17001.0,19,03-22-2020,Nederweert
7.0,41.0,17001.0,18,03-21-2020,Nederweert
7.0,41.0,17001.0,17,03-20-2020,Nederweert
7.0,41.0,17001.0,16,03-19-2020,Nederweert
7.0,41.0,17001.0,15,03-18-2020,Nederweert
5.0,29.0,17001.0,14,03-17-2020,Nederweert
3.0,18.0,17001.0,12,03-16-2020,Nederweert
3.0,18.0,17001.0,13,03-16-2020,Nederweert
3.0,18.0,17001.0,11,03-14-2020,Nederweert
1.0,6.0,17001.0,10,03-13-2020,Nederweert
25.0,39.0,63461.0,25,03-28-2020,Nieuwegein
17.0,27.0,63461.0,24,03-27-2020,Nieuwegein
15.0,24.0,63036.0,23,03-26-2020,Nieuwegein
12.0,19.0,63036.0,22,03-25-2020,Nieuwegein
11.0,17.0,63036.0,21,03-24-2020,Nieuwegein
11.0,17.0,63036.0,20,03-23-2020,Nieuwegein
9.0,14.0,63036.0,19,03-22-2020,Nieuwegein
9.0,14.0,63036.0,18,03-21-2020,Nieuwegein
8.0,13.0,63036.0,17,03-20-2020,Nieuwegein
6.0,10.0,63036.0,16,03-19-2020,Nieuwegein
4.0,6.0,63036.0,15,03-18-2020,Nieuwegein
3.0,5.0,63036.0,14,03-17-2020,Nieuwegein
1.0,2.0,63036.0,12,03-16-2020,Nieuwegein
1.0,2.0,63036.0,13,03-16-2020,Nieuwegein
8.0,28.0,28809.0,25,03-28-2020,Nieuwkoop
7.0,24.0,28809.0,24,03-27-2020,Nieuwkoop
6.0,21.0,28628.0,23,03-26-2020,Nieuwkoop
6.0,21.0,28628.0,22,03-25-2020,Nieuwkoop
4.0,14.0,28628.0,21,03-24-2020,Nieuwkoop
3.0,10.0,28628.0,20,03-23-2020,Nieuwkoop
3.0,10.0,28628.0,19,03-22-2020,Nieuwkoop
2.0,7.0,28628.0,18,03-21-2020,Nieuwkoop
1.0,3.0,28628.0,17,03-20-2020,Nieuwkoop
1.0,3.0,28628.0,16,03-19-2020,Nieuwkoop
